Composition_AA1BB1O3,temperature,pH2O,HPC,A ,A_fraction,A_valence,A1,A1_fraction,A1_valence,B,B_fraction,B_valence,B1,B1_fraction,B1_valence
SrCe0.9Y0.1O3,876,0.019,0.012441387,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,778,0.019,0.015439312,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,680,0.019,0.016338689,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,582,0.019,0.016488585,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,483,0.019,0.016788378,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,386,0.019,0.016938274,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,288,0.019,0.016488585,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Yb0.1O3,1200,0.019,0.003167971,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,1067.48401,0.019,0.005972405,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,969.38098,0.019,0.010213678,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,872.14801,0.019,0.016082215,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,774.65399,0.019,0.021483347,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,676.492,0.019,0.023699195,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,578.27502,0.019,0.024183912,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,480.401,0.019,0.024685941,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,382.59698,0.019,0.025343771,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.9Yb0.1O3,284.922,0.019,0.02520528,Sr,1,2,,,,Ce,0.9,4,Yb,0.1,3
SrCe0.95Yb0.05O3,1200,0.019,0.004154717,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,1067.48401,0.019,0.008447924,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,969.38098,0.019,0.01469731,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,872.14801,0.019,0.022989431,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,774.65399,0.019,0.030260185,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,676.492,0.019,0.032631836,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,578.27502,0.019,0.032908817,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,480.401,0.019,0.033185798,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,382.59698,0.019,0.03308193,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.95Yb0.05O3,284.922,0.019,0.032614525,Sr,1,2,,,,Ce,0.95,4,Yb,0.05,3
SrCe0.98Yb0.02O3,1200,0.019,0.002285094,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,1067.48401,0.019,0.004535566,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,969.38098,0.019,0.007253443,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,872.14801,0.019,0.010040565,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,774.65399,0.019,0.011719763,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,676.492,0.019,0.012273725,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,578.27502,0.019,0.012239102,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,480.401,0.019,0.01220448,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,382.59698,0.019,0.011858253,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrCe0.98Yb0.02O3,284.922,0.019,0.011460093,Sr,1,2,,,,Ce,0.98,4,Yb,0.02,3
SrZr0.9Y0.1O3,1200,0.019,0.001379953,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,1072,0.019,0.001379953,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,974,0.019,0.001505403,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,876,0.019,0.002383554,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,778,0.019,0.004265308,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,680,0.019,0.009157867,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,582,0.019,0.022706492,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,483,0.019,0.038726486,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,386,0.019,0.041787472,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
SrZr0.9Y0.1O3,288,0.019,0.041411121,Sr,1,2,,,,Zr,0.9,4,Y,0.1,3
LaGa0.8Mg0.2O3,799.27,0.02,0.0010704,La,1,3,,,,Ga,0.8,3,Mg,0.2,2
LaGa0.8Mg0.2O3,601.97,0.02,0.00095087,La,1,3,,,,Ga,0.8,3,Mg,0.2,2
LaGa0.8Mg0.2O3,403.64,0.02,0.0010374,La,1,3,,,,Ga,0.8,3,Mg,0.2,2
LaGa0.8Mg0.2O3,203.19,0.02,0.0010594,La,1,3,,,,Ga,0.8,3,Mg,0.2,2
LaGa0.8Mg0.2O3,50.429,0.02,0.0012435,La,1,3,,,,Ga,0.8,3,Mg,0.2,2
La0.9Sr0.1AlO3,1200,0.019,0.000185793,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,1069,0.019,0.000173407,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,971,0.019,0.000173407,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,872,0.019,0.000247724,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,775,0.019,0.000309655,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,676,0.019,0.000421131,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,578,0.019,0.00055738,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,479,0.019,0.000668856,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,381,0.019,0.000718401,La,0.9,3,Sr,0.1,2,Al,1,3,,,
La0.9Sr0.1AlO3,285,0.019,0.000842263,La,0.9,3,Sr,0.1,2,Al,1,3,,,
